python,javascript,html_css,sql,problem_solving,ml_ai,design,networking,devops,communication,role
0.445,0.018,0.098,0.937,0.687,0.05,0.0,0.986,0.318,0.461,Cybersecurity Analyst
0.519,0.063,0.042,1.0,0.842,0.054,0.057,0.629,0.555,0.44,Database Administrator
0.385,0.121,0.0,0.634,0.456,0.045,0.013,0.381,0.045,0.071,Database Administrator
0.108,0.971,1.0,0.047,0.302,0.096,1.0,0.102,0.27,0.698,Frontend Developer
0.636,0.001,0.074,0.548,0.681,0.0,0.032,0.757,0.735,0.57,System Administrator
0.527,0.203,0.029,0.632,0.447,0.305,0.147,0.056,0.0,0.417,Data Analyst
0.306,0.423,0.476,0.653,0.597,0.213,0.213,0.092,0.158,0.321,Mobile App Developer
0.0,0.837,0.65,0.334,0.484,0.0,0.435,0.065,0.14,0.431,Frontend Developer
0.036,0.895,0.967,0.199,0.556,0.109,0.849,0.14,0.144,0.563,Frontend Developer
0.892,0.152,0.323,0.829,0.865,0.073,0.107,0.743,0.552,0.649,Backend Developer
0.894,0.373,0.156,0.269,0.862,0.35,0.127,0.811,0.954,0.332,Cloud Engineer
0.167,0.018,0.077,0.148,0.65,0.047,0.001,0.925,0.46,0.571,Network Engineer
0.991,0.358,0.068,0.647,0.771,0.131,0.005,0.775,0.282,0.447,Backend Developer
0.888,0.165,0.08,0.82,0.979,0.915,0.156,0.408,0.753,0.468,ML Engineer
0.303,0.04,0.14,0.915,0.346,0.195,0.265,0.0,0.057,0.774,Data Analyst
0.667,0.946,0.799,0.442,0.782,0.086,0.202,0.031,0.135,0.554,Full Stack Developer
0.981,0.155,0.025,0.805,0.915,0.746,0.053,0.01,0.14,0.79,Data Scientist
0.508,0.0,0.037,0.021,0.627,0.068,0.0,0.864,0.748,0.471,Cybersecurity Analyst
0.86,0.256,0.119,0.859,0.804,0.748,0.072,0.136,0.101,0.603,Data Scientist
0.078,0.791,0.878,0.306,0.423,0.016,0.868,0.131,0.329,0.533,Frontend Developer
0.435,0.062,0.1,0.0,0.645,0.0,0.0,0.509,0.702,0.042,DevOps Engineer
0.749,0.249,0.107,0.667,0.78,0.005,0.02,0.62,0.909,0.69,DevOps Engineer
0.514,0.0,0.273,0.747,0.782,0.243,0.109,0.737,0.906,0.634,DevOps Engineer
0.77,0.87,0.637,0.669,0.835,0.095,0.697,0.279,0.317,0.653,Full Stack Developer
0.546,0.284,0.022,0.852,0.527,0.539,0.259,0.037,0.0,0.702,Data Analyst
0.66,0.797,0.786,0.641,0.626,0.176,0.551,0.184,0.704,0.726,Full Stack Developer
0.805,0.143,0.111,0.8,0.846,0.135,0.041,0.153,0.493,0.487,Backend Developer
0.987,0.911,0.75,0.699,0.808,0.048,0.309,0.31,0.267,0.514,Full Stack Developer
0.148,0.022,0.764,0.309,0.701,0.145,0.926,0.316,0.221,0.694,UI/UX Designer
0.451,0.87,0.582,0.34,0.661,0.032,0.689,0.108,0.254,0.54,Mobile App Developer
0.387,0.11,0.083,0.43,0.351,0.155,0.214,0.027,0.0,0.429,Data Analyst
0.571,0.132,0.032,0.062,0.457,0.0,0.089,0.665,0.464,0.355,Cloud Engineer
0.777,0.273,0.05,0.839,0.577,0.346,0.19,0.075,0.238,0.575,Data Analyst
0.993,0.03,0.0,0.381,0.933,0.996,0.011,0.07,0.168,0.227,ML Engineer
0.362,0.0,0.0,0.543,0.738,0.064,0.027,0.851,0.626,0.456,System Administrator
0.065,0.573,0.694,0.086,0.0,0.0,0.59,0.237,0.088,0.0,Frontend Developer
0.814,0.283,0.157,0.752,0.69,0.359,0.006,0.441,0.514,0.58,Backend Developer
0.644,0.188,0.044,0.362,0.73,0.0,0.055,0.825,0.876,0.464,Cloud Engineer
0.993,0.0,0.0,0.74,0.924,0.862,0.029,0.006,0.347,0.868,Data Scientist
0.909,0.363,0.304,0.835,0.842,0.281,0.011,0.139,0.016,0.716,Backend Developer
0.584,0.18,0.379,0.639,0.559,0.228,0.0,0.248,0.571,0.643,QA / Test Engineer
0.546,0.229,0.146,0.545,0.462,0.0,0.0,0.78,0.094,0.279,Cybersecurity Analyst
0.198,1.0,0.933,0.184,0.506,0.091,0.862,0.104,0.118,0.743,Frontend Developer
0.651,0.224,0.055,0.621,0.852,0.0,0.042,0.974,0.837,0.362,DevOps Engineer
0.624,0.216,0.063,0.419,0.773,0.075,0.038,0.755,0.64,0.314,System Administrator
0.063,0.0,0.0,0.165,0.626,0.052,0.028,0.777,0.452,0.409,Network Engineer
0.962,0.212,0.0,0.736,0.875,1.0,0.0,0.044,0.443,0.433,ML Engineer
0.982,0.222,0.115,0.738,0.73,0.355,0.056,0.276,0.0,0.486,Backend Developer
0.78,0.76,0.643,0.748,0.704,0.115,0.102,0.166,0.436,0.636,Full Stack Developer
1.0,0.215,0.1,0.928,0.942,0.806,0.076,0.0,0.095,0.416,Data Scientist
0.66,0.136,0.029,0.695,0.359,0.086,0.236,0.118,0.184,0.563,Data Analyst
0.586,0.12,0.0,0.387,0.498,0.182,0.075,0.593,0.462,0.227,Cybersecurity Analyst
0.307,0.142,0.0,0.614,0.839,0.003,0.047,0.737,0.633,0.465,System Administrator
1.0,0.008,0.094,0.748,0.927,0.996,0.089,0.021,0.093,0.718,Data Scientist
0.413,0.185,0.038,0.973,0.571,0.0,0.079,0.405,0.464,0.494,Database Administrator
0.375,0.313,0.0,0.513,0.388,0.083,0.057,0.243,0.342,0.344,QA / Test Engineer
0.981,0.115,0.009,0.24,1.0,0.988,0.04,0.139,0.064,0.086,ML Engineer
0.884,0.88,0.577,0.711,0.703,0.163,0.719,0.141,0.343,0.613,Full Stack Developer
0.271,0.104,0.075,0.04,0.827,0.105,0.04,0.955,0.54,0.494,Network Engineer
0.332,0.071,0.087,0.21,0.882,0.0,0.052,0.432,0.56,0.485,System Administrator
0.272,0.0,0.0,0.33,0.456,0.0,0.0,0.0,0.078,0.581,QA / Test Engineer
0.963,0.395,0.311,0.823,0.668,0.098,0.0,0.811,0.592,0.417,Backend Developer
0.13,0.116,0.063,0.782,0.54,0.079,0.0,0.378,0.621,0.208,Cloud Engineer
0.101,0.833,1.0,0.383,0.656,0.043,0.699,0.123,0.164,0.69,Frontend Developer
0.337,0.155,0.01,0.308,0.884,0.093,0.064,0.789,0.92,0.162,Cloud Engineer
0.804,0.109,0.0,0.503,0.697,0.14,0.026,0.746,0.733,0.656,Cloud Engineer
0.93,0.276,0.165,0.91,0.896,0.059,0.19,0.04,0.171,0.634,Backend Developer
0.617,0.149,0.0,0.623,0.775,0.005,0.087,0.868,0.482,0.466,Cybersecurity Analyst
0.083,0.225,0.291,0.561,0.732,0.045,0.159,0.237,0.428,0.921,QA / Test Engineer
0.915,0.137,0.075,0.381,0.981,0.921,0.008,0.124,0.406,0.428,ML Engineer
0.603,0.0,0.0,0.445,0.452,0.521,0.169,0.0,0.075,0.165,Data Scientist
0.744,0.109,0.263,0.769,0.59,0.224,0.145,0.795,0.622,0.618,System Administrator
0.898,0.846,0.745,0.723,0.899,0.23,0.627,0.219,0.431,0.727,Full Stack Developer
0.731,0.279,0.062,0.988,0.733,0.381,0.399,0.011,0.103,0.67,Data Analyst
0.821,0.166,0.047,0.25,0.782,0.228,0.077,0.853,0.847,0.276,DevOps Engineer
0.577,0.799,1.0,0.739,0.683,0.032,0.93,0.23,0.386,0.538,Frontend Developer
0.455,0.033,0.038,0.328,0.736,0.0,0.141,0.126,0.296,0.395,QA / Test Engineer
1.0,0.189,0.072,0.698,0.997,0.938,0.07,0.135,0.243,0.64,Data Scientist
0.15,0.878,0.977,0.413,0.528,0.041,1.0,0.019,0.453,0.473,Frontend Developer
0.493,0.074,0.0,1.0,0.788,0.375,0.154,0.012,0.191,0.593,Data Analyst
0.922,0.0,0.048,0.68,0.895,0.921,0.097,0.137,0.409,0.74,Data Scientist
0.902,0.057,0.0,0.542,0.933,0.931,0.039,0.125,0.79,0.384,ML Engineer
0.399,0.222,0.0,0.214,0.479,0.228,0.021,0.259,0.586,0.339,DevOps Engineer
0.639,0.518,0.356,0.367,0.835,0.047,0.245,0.162,0.372,0.651,QA / Test Engineer
0.427,0.98,0.985,0.303,0.448,0.19,0.93,0.105,0.24,0.628,Frontend Developer
0.625,0.019,0.15,0.513,0.843,0.141,0.0,0.926,0.652,0.575,Cybersecurity Analyst
0.411,0.116,0.084,0.389,0.737,0.022,0.034,0.898,0.926,0.194,Cloud Engineer
0.451,0.052,0.087,0.239,0.62,0.045,0.085,0.973,0.583,0.187,System Administrator
0.652,0.239,0.066,0.792,0.81,0.122,0.092,0.761,0.811,0.412,Cloud Engineer
0.624,0.196,0.0,0.783,0.622,0.071,0.028,0.846,0.99,0.871,Cloud Engineer
0.923,0.219,0.196,0.453,0.987,1.0,0.0,0.174,0.561,1.0,ML Engineer
0.213,0.0,0.035,0.511,0.34,0.0,0.058,0.652,0.536,0.609,Cloud Engineer
0.489,0.13,0.051,0.515,0.613,0.064,0.038,0.835,0.679,0.644,Cybersecurity Analyst
0.884,0.053,0.0,0.343,1.0,0.843,0.06,0.0,0.367,0.226,ML Engineer
0.56,0.127,0.01,0.353,0.84,0.185,0.0,0.676,0.903,0.52,Cloud Engineer
0.416,0.153,0.176,0.293,0.588,0.19,0.05,0.838,0.535,0.402,Cybersecurity Analyst
0.278,0.044,0.136,0.473,0.757,0.308,0.007,0.959,0.588,0.393,Cybersecurity Analyst
0.26,0.284,0.126,0.299,0.728,0.0,0.067,0.087,0.321,0.39,QA / Test Engineer
0.407,0.319,0.924,0.073,0.45,0.06,0.901,0.117,0.335,0.75,UI/UX Designer
1.0,0.108,0.017,0.612,0.925,1.0,0.056,0.0,0.448,0.194,ML Engineer
0.72,0.162,0.188,0.42,0.781,0.25,0.157,0.731,0.904,0.597,DevOps Engineer
0.685,0.276,0.041,0.703,0.756,0.165,0.06,0.844,0.956,0.425,Cloud Engineer
0.379,0.198,0.043,0.199,0.758,0.067,0.03,0.552,0.637,0.619,System Administrator
0.335,0.466,0.277,0.592,0.996,0.081,0.178,0.305,0.361,0.768,QA / Test Engineer
0.511,0.0,0.191,0.372,0.783,0.105,0.009,0.803,0.359,0.347,Cybersecurity Analyst
0.245,0.051,0.0,0.997,0.446,0.197,0.182,0.046,0.029,0.831,Data Analyst
0.336,0.292,0.189,0.514,0.844,0.103,0.061,0.94,0.805,0.379,Network Engineer
0.388,0.726,0.244,0.31,0.753,0.179,0.657,0.167,0.187,0.52,Mobile App Developer
0.0,0.916,0.849,0.096,0.467,0.095,0.647,0.153,0.154,0.566,Frontend Developer
0.226,0.038,0.037,0.871,0.913,0.022,0.045,0.524,0.664,0.486,Database Administrator
0.36,0.125,0.036,0.173,0.828,0.057,0.082,0.99,0.755,0.386,Network Engineer
0.842,0.184,0.069,0.674,0.906,0.02,0.043,0.929,0.647,0.426,Cybersecurity Analyst
0.823,0.215,0.481,0.609,0.798,0.041,0.0,0.004,0.51,0.773,QA / Test Engineer
0.975,0.135,0.16,0.764,0.951,0.984,0.0,0.243,0.411,0.677,Data Scientist
0.66,0.0,0.0,0.082,0.718,0.739,0.025,0.005,0.519,0.063,ML Engineer
0.95,0.657,0.195,0.929,0.901,0.0,0.032,0.487,0.129,0.514,Backend Developer
0.22,0.159,0.007,0.351,0.769,0.046,0.044,0.96,0.468,0.599,Network Engineer
0.175,0.719,0.486,0.099,0.543,0.133,0.642,0.027,0.001,0.515,UI/UX Designer
0.403,0.103,0.105,0.211,0.731,0.15,0.0,0.905,0.952,0.248,Cloud Engineer
0.025,0.593,0.514,0.367,0.224,0.007,0.53,0.283,0.206,0.512,Frontend Developer
0.523,0.043,0.526,0.711,0.658,0.612,0.33,0.347,0.156,0.682,Data Analyst
0.004,0.87,0.955,0.091,0.739,0.0,0.673,0.126,0.113,0.605,Frontend Developer
0.381,0.869,0.26,0.131,0.511,0.074,0.41,0.125,0.186,0.276,Mobile App Developer
0.937,0.907,0.627,0.676,0.807,0.12,0.354,0.117,0.488,0.793,Full Stack Developer
0.392,0.061,0.079,0.984,0.605,0.305,0.284,0.165,0.257,0.674,Data Analyst
0.674,0.2,0.115,0.633,0.515,0.672,0.0,0.058,0.474,0.419,Data Scientist
0.847,0.308,0.131,0.884,0.874,0.363,0.058,0.666,1.0,0.88,Backend Developer
1.0,0.302,0.015,0.785,0.955,0.939,0.094,0.082,0.194,0.666,Data Scientist
0.948,0.079,0.03,0.865,0.994,0.94,0.141,0.108,0.166,0.361,Data Scientist
0.623,0.284,0.159,0.543,0.94,0.274,0.153,0.91,0.319,0.466,Cybersecurity Analyst
0.222,0.151,0.137,0.467,0.744,0.0,0.043,1.0,0.424,0.487,Cybersecurity Analyst
0.549,0.25,0.061,0.243,0.623,0.669,0.084,0.134,0.388,0.358,Data Scientist
0.59,0.263,0.14,0.388,0.578,0.159,0.125,0.778,0.846,1.0,System Administrator
0.413,0.92,0.644,0.186,0.736,0.103,0.587,0.166,0.211,0.638,Mobile App Developer
0.735,0.355,0.236,0.346,0.481,0.092,0.298,0.45,0.504,0.764,QA / Test Engineer
0.27,0.792,0.629,0.323,0.502,0.043,0.459,0.008,0.319,0.577,Mobile App Developer
0.494,0.036,0.012,0.928,0.536,0.017,0.004,0.574,0.584,0.341,Database Administrator
1.0,0.076,0.015,0.703,1.0,0.97,0.098,0.236,0.802,0.812,ML Engineer
0.276,0.076,0.013,0.119,0.403,0.022,0.039,0.981,0.23,0.331,Network Engineer
0.718,0.026,0.041,0.113,0.936,0.12,0.016,0.676,1.0,0.479,DevOps Engineer
0.225,0.212,0.292,0.292,0.909,0.236,0.262,0.239,0.0,0.528,QA / Test Engineer
0.941,0.027,0.05,0.561,0.994,0.953,0.0,0.14,0.369,0.542,ML Engineer
0.867,0.32,0.112,0.988,0.856,0.124,0.126,0.547,0.364,0.152,Backend Developer
0.09,0.27,0.95,0.215,0.476,0.1,0.928,0.216,0.078,0.801,UI/UX Designer
0.0,0.0,0.377,0.009,0.071,0.023,0.783,0.128,0.0,0.38,UI/UX Designer
0.314,0.1,0.0,0.865,0.621,0.117,0.0,0.412,0.405,0.263,Database Administrator
0.778,0.005,0.159,0.588,0.878,0.037,0.012,0.551,0.985,0.742,DevOps Engineer
0.0,0.068,0.0,0.419,0.313,0.128,0.043,0.764,0.109,0.166,Network Engineer
0.488,0.566,0.706,0.527,0.645,0.015,0.0,0.25,0.127,0.617,Full Stack Developer
0.673,0.0,0.129,0.078,0.562,0.016,0.047,0.8,0.747,0.17,Cloud Engineer
0.12,0.357,0.691,0.079,0.51,0.101,0.896,0.08,0.099,0.831,UI/UX Designer
1.0,0.044,0.036,0.539,0.984,0.98,0.0,0.16,0.446,0.402,ML Engineer
0.712,0.188,0.058,0.642,0.805,0.017,0.13,0.777,0.981,0.636,DevOps Engineer
0.363,0.028,0.064,0.827,0.423,0.252,0.226,0.13,0.025,0.805,Data Analyst
0.096,0.784,0.934,0.165,0.441,0.049,0.976,0.197,0.332,0.734,Frontend Developer
0.464,0.002,0.031,0.234,0.852,0.057,0.073,0.896,0.498,0.583,System Administrator
0.705,0.0,0.107,0.76,0.769,0.036,0.151,0.975,0.682,0.561,System Administrator
0.935,0.357,0.094,0.963,0.894,0.073,0.065,0.623,0.296,0.585,Backend Developer
0.51,0.0,0.038,0.937,0.758,0.676,0.015,0.0,0.215,0.374,ML Engineer
0.854,0.793,0.7,0.641,0.823,0.145,0.723,0.382,0.284,0.571,Full Stack Developer
0.289,0.036,0.04,0.181,0.672,0.025,0.006,0.949,0.217,0.47,Network Engineer
0.538,0.171,0.131,0.427,1.0,0.106,0.05,1.0,0.636,0.437,Cybersecurity Analyst
0.504,0.101,0.097,0.983,0.387,0.25,0.252,0.07,0.002,0.779,Data Analyst
0.305,0.134,0.152,0.209,0.794,0.048,0.124,0.052,0.243,0.323,QA / Test Engineer
0.661,0.093,0.205,0.449,0.563,0.172,0.0,0.881,0.979,0.434,Cloud Engineer
0.738,0.311,0.083,0.623,0.803,0.057,0.012,0.58,0.892,0.648,DevOps Engineer
0.931,0.133,0.082,0.778,1.0,1.0,0.072,0.037,0.382,0.786,Data Scientist
0.435,0.0,0.084,0.219,0.656,0.0,0.041,0.819,0.447,0.538,System Administrator
0.714,0.216,0.102,0.555,0.575,0.099,0.081,0.483,0.869,0.52,Cloud Engineer
0.052,0.93,0.974,0.114,0.465,0.076,0.847,0.0,0.007,0.415,Frontend Developer
0.208,0.326,0.149,0.308,0.488,0.0,0.104,0.355,0.725,0.367,Cloud Engineer
0.147,1.0,0.72,0.476,0.857,0.202,0.862,0.196,0.171,0.962,Mobile App Developer
0.633,0.073,0.0,0.228,0.771,0.154,0.003,0.921,0.569,0.623,Cybersecurity Analyst
0.304,0.121,0.035,0.966,0.4,0.347,0.126,0.0,0.007,0.809,Data Analyst
0.244,0.928,0.382,0.409,0.579,0.165,0.781,0.042,0.153,0.391,Mobile App Developer
0.988,0.0,0.0,0.276,0.946,0.878,0.08,0.189,0.447,0.358,ML Engineer
0.92,0.326,0.199,0.586,0.898,0.0,0.015,0.561,0.73,0.773,Backend Developer
0.922,0.18,0.166,0.553,0.793,0.929,0.261,0.094,0.32,0.62,Data Scientist
0.777,0.197,0.121,0.524,0.937,0.153,0.032,0.922,0.951,0.466,Cloud Engineer
0.591,0.16,0.327,0.548,0.866,0.009,0.297,0.049,0.324,0.56,QA / Test Engineer
0.64,0.689,0.609,0.576,0.423,0.067,0.104,0.348,0.525,0.299,Full Stack Developer
0.851,0.029,0.098,0.47,0.945,1.0,0.061,0.0,0.604,0.468,ML Engineer
0.557,0.0,0.0,0.348,0.82,0.029,0.045,0.827,0.608,0.454,System Administrator
0.278,0.758,0.732,0.631,0.607,0.089,0.737,0.237,0.408,0.687,Mobile App Developer
0.779,0.113,0.064,0.251,0.574,0.616,0.0,0.059,0.463,0.142,ML Engineer
0.969,0.247,0.0,0.975,0.704,0.059,0.0,0.105,0.355,0.483,Backend Developer
0.549,0.0,0.0,0.336,0.534,0.03,0.019,0.745,0.69,0.504,System Administrator
0.133,0.031,0.043,0.169,0.467,0.068,0.049,1.0,0.479,0.417,Network Engineer
0.387,0.691,0.041,0.285,0.612,0.113,0.484,0.0,0.185,0.111,Mobile App Developer
0.238,1.0,0.611,0.185,0.385,0.132,0.831,0.0,0.193,0.84,Mobile App Developer
0.7,0.289,0.029,0.563,0.449,0.081,0.057,0.895,0.648,0.166,DevOps Engineer
0.059,0.903,0.874,0.224,0.492,0.052,0.666,0.176,0.392,0.523,Frontend Developer
1.0,0.265,0.183,1.0,0.902,0.211,0.111,0.173,0.446,0.453,Backend Developer
0.55,0.0,0.013,0.251,0.863,0.058,0.019,0.867,0.628,0.017,System Administrator
0.984,0.318,0.059,0.509,0.816,0.931,0.169,0.534,0.614,0.967,ML Engineer
0.134,0.894,0.522,0.347,0.574,0.058,0.269,0.146,0.093,0.275,Mobile App Developer
0.556,0.318,0.159,0.354,0.75,0.059,0.139,0.0,0.046,0.529,QA / Test Engineer
0.718,0.091,0.118,0.472,0.516,0.0,0.0,0.531,0.538,0.43,DevOps Engineer
0.079,0.259,0.925,0.088,0.522,0.072,0.923,0.013,0.029,0.77,UI/UX Designer
0.481,0.063,0.049,0.507,0.436,0.06,0.001,0.686,0.579,0.406,System Administrator
0.836,0.881,0.821,0.724,0.622,0.04,0.828,0.199,0.324,0.688,Full Stack Developer
0.716,0.269,0.188,0.278,0.63,0.005,0.201,0.155,0.239,0.893,QA / Test Engineer
0.604,0.012,0.02,0.491,0.979,0.159,0.052,0.957,0.41,0.432,Cybersecurity Analyst
0.344,0.487,0.394,0.452,0.63,0.0,0.106,0.02,0.463,0.642,QA / Test Engineer
0.63,0.01,0.113,0.764,0.732,0.221,0.401,0.0,0.099,0.759,Data Analyst
0.264,0.49,0.695,0.019,1.0,0.169,0.942,0.254,0.17,0.691,UI/UX Designer
0.53,0.238,0.372,0.734,0.91,0.097,0.313,0.24,0.543,0.656,QA / Test Engineer
0.117,1.0,0.988,0.411,0.678,0.121,0.956,0.126,0.251,0.874,Frontend Developer
0.321,0.225,0.145,0.546,0.725,0.111,0.073,0.627,0.711,0.597,Cybersecurity Analyst
0.34,0.493,0.221,0.199,0.71,0.088,0.079,0.245,0.55,0.573,QA / Test Engineer
0.703,0.204,0.105,0.325,0.916,0.098,0.085,0.832,0.935,0.656,DevOps Engineer
0.344,0.601,0.17,0.408,0.844,0.07,0.063,0.145,0.483,0.595,QA / Test Engineer
0.385,0.2,0.035,0.05,0.768,0.0,0.057,0.864,0.969,0.321,DevOps Engineer
0.212,0.817,0.367,0.168,0.389,0.137,0.411,0.05,0.0,0.271,Mobile App Developer
0.469,0.0,0.0,0.675,0.652,0.23,0.108,0.386,0.145,0.192,Database Administrator
0.888,0.058,0.011,0.463,0.699,0.023,0.1,0.709,0.907,0.67,DevOps Engineer
0.502,0.082,0.003,0.979,0.795,0.061,0.051,0.37,0.443,0.384,Database Administrator
0.678,0.912,0.657,0.829,0.539,0.025,0.725,0.269,0.236,0.816,Full Stack Developer
0.502,0.09,0.0,0.741,0.362,0.162,0.0,0.675,0.761,0.0,Cloud Engineer
0.481,0.076,0.148,0.249,0.671,0.061,0.243,0.871,0.985,0.574,Cloud Engineer
0.508,0.186,0.005,0.495,0.644,0.012,0.0,0.979,0.784,0.788,System Administrator
0.414,0.107,0.064,0.882,0.659,0.019,0.052,0.383,0.387,0.39,Database Administrator
0.928,0.343,0.379,0.882,0.913,0.285,0.135,0.376,0.548,0.612,Backend Developer
0.217,0.875,0.955,0.103,0.499,0.089,0.947,0.0,0.0,0.365,Frontend Developer
0.425,0.383,0.0,0.279,0.553,0.026,0.058,0.134,0.482,0.5,QA / Test Engineer
0.369,0.238,0.063,0.382,0.949,0.042,0.004,0.862,0.975,0.577,DevOps Engineer
0.89,0.231,0.067,0.761,0.769,0.932,0.233,0.001,0.321,0.527,Data Scientist
0.0,0.845,0.987,0.267,0.434,0.018,0.757,0.037,0.226,0.668,Frontend Developer
0.704,0.06,0.087,1.0,0.739,0.469,0.507,0.157,0.204,0.757,Data Analyst
0.498,0.527,0.413,0.646,0.789,0.115,0.054,0.111,0.358,0.982,QA / Test Engineer
0.499,0.241,0.184,0.28,0.502,0.297,0.11,0.488,0.419,0.63,Cybersecurity Analyst
0.948,0.074,0.08,0.552,1.0,1.0,0.021,0.074,0.368,0.46,ML Engineer
0.883,0.284,0.0,0.366,0.937,0.91,0.072,0.186,0.186,0.976,Data Scientist
0.532,0.0,0.082,0.265,0.485,0.0,0.004,0.713,0.45,0.0,System Administrator
0.61,0.729,0.709,0.849,0.85,0.124,0.243,0.132,0.371,0.452,Full Stack Developer
0.276,0.0,0.006,0.988,0.808,0.079,0.041,0.206,0.228,0.356,Database Administrator
0.346,0.013,0.07,0.908,0.822,0.117,0.029,0.256,0.486,0.39,Database Administrator
0.9,0.23,0.133,0.768,0.918,0.787,0.223,0.0,0.223,0.592,Data Scientist
0.24,0.069,0.122,0.25,0.483,0.042,0.143,0.945,0.461,0.567,Network Engineer
0.086,0.926,1.0,0.1,0.286,0.035,0.862,0.019,0.068,0.383,Frontend Developer
0.595,0.209,0.143,0.902,0.739,0.304,0.368,0.0,0.077,0.708,Data Analyst
0.508,0.128,0.0,0.474,0.899,0.244,0.031,0.991,0.338,0.743,Cybersecurity Analyst
0.708,0.276,0.108,0.503,0.694,0.09,0.0,0.881,0.857,0.573,DevOps Engineer
0.45,0.267,0.045,0.318,0.565,0.09,0.089,0.606,0.82,0.351,DevOps Engineer
0.407,0.0,0.021,0.274,0.581,0.06,0.068,0.976,0.238,0.618,Network Engineer
0.275,0.046,0.019,0.345,0.856,0.058,0.055,0.93,0.746,0.239,System Administrator
0.201,0.817,0.499,0.473,0.605,0.0,0.732,0.215,0.118,0.801,Mobile App Developer
0.072,0.076,0.093,0.451,0.843,0.053,0.035,0.686,1.0,0.503,System Administrator
0.497,0.061,0.034,0.721,0.96,0.07,0.058,0.848,0.709,0.397,Cybersecurity Analyst
0.435,0.682,0.813,0.552,0.552,0.096,0.622,0.0,0.212,0.485,Mobile App Developer
0.123,0.155,0.793,0.043,0.645,0.073,0.999,0.066,0.007,0.946,UI/UX Designer
0.357,0.338,0.192,0.556,0.692,0.0,0.0,0.239,0.345,0.451,QA / Test Engineer
0.946,0.038,0.018,0.283,1.0,0.953,0.001,0.063,0.319,0.321,ML Engineer
0.0,0.264,0.913,0.024,1.0,0.185,0.936,0.133,0.144,0.99,UI/UX Designer
0.091,0.745,0.498,0.204,0.661,0.054,0.398,0.025,0.079,0.121,Mobile App Developer
0.531,0.3,0.062,0.537,0.709,0.01,0.075,0.527,0.279,0.352,Cybersecurity Analyst
1.0,0.169,0.052,0.881,0.955,0.078,0.042,0.52,0.16,0.451,Backend Developer
0.759,0.162,0.26,0.175,0.642,0.335,0.31,1.0,0.696,0.797,Network Engineer
0.725,0.626,0.664,0.701,0.735,0.273,0.451,0.108,0.377,0.701,Full Stack Developer
0.598,0.669,0.086,0.352,0.772,0.115,0.169,0.868,0.975,0.439,DevOps Engineer
0.637,0.762,0.709,0.747,0.908,0.163,0.755,0.329,0.297,0.504,Full Stack Developer
0.232,0.185,0.065,0.286,0.24,0.0,0.022,0.702,0.296,0.482,System Administrator
0.815,0.652,0.834,0.708,0.664,0.0,0.471,0.0,0.193,0.42,Full Stack Developer
0.558,0.493,0.216,0.192,0.68,0.0,0.199,0.124,0.354,0.861,QA / Test Engineer
0.33,0.068,0.003,0.271,0.47,0.108,0.057,0.769,0.84,0.031,System Administrator
0.785,0.735,0.844,0.73,0.845,0.053,0.731,0.136,0.671,0.675,Full Stack Developer
0.636,0.021,0.086,0.891,0.538,0.169,0.077,0.35,0.097,0.104,Database Administrator
0.31,0.612,0.718,0.529,0.5,0.056,0.543,0.117,0.246,0.019,Frontend Developer
0.0,0.882,0.983,0.291,0.677,0.014,0.863,0.156,0.271,0.593,Frontend Developer
0.175,0.923,0.563,0.524,0.466,0.0,0.455,0.104,0.135,0.223,Mobile App Developer
0.063,0.86,0.876,0.087,0.598,0.02,0.795,0.19,0.341,0.559,Frontend Developer
0.917,0.0,0.161,0.754,0.908,0.984,0.254,0.07,0.114,0.419,Data Scientist
0.939,0.055,0.078,0.815,0.869,0.922,0.097,0.149,0.012,0.474,Data Scientist
0.217,0.042,0.0,0.027,0.275,0.0,0.0,0.619,0.0,0.185,Network Engineer
0.318,0.07,0.0,0.977,0.562,0.068,0.133,0.556,0.311,0.535,Database Administrator
0.631,0.223,0.112,0.593,0.552,0.068,0.032,0.823,0.938,0.546,Cloud Engineer
0.157,0.846,0.97,0.104,0.628,0.16,0.679,0.038,0.035,0.676,Frontend Developer
0.278,0.757,0.371,0.379,0.657,0.0,0.929,0.278,0.154,0.457,Mobile App Developer
0.33,0.092,0.194,0.969,0.724,0.127,0.192,1.0,0.366,0.506,Database Administrator
0.595,0.33,0.176,0.317,0.73,0.066,0.015,0.524,1.0,0.538,DevOps Engineer
0.371,0.165,0.019,0.328,0.543,0.077,0.0,0.149,0.184,0.766,QA / Test Engineer
0.27,0.014,0.0,0.317,0.546,0.122,0.123,0.45,0.7,0.337,DevOps Engineer
0.038,1.0,1.0,0.222,0.439,0.128,0.936,0.057,0.066,0.213,Frontend Developer
0.41,0.005,0.027,0.125,0.828,0.0,0.0,0.825,0.99,0.549,DevOps Engineer
0.261,0.935,0.983,0.143,0.458,0.039,0.933,0.18,0.17,0.511,Frontend Developer
0.896,0.346,0.064,0.91,0.935,0.136,0.174,0.413,0.407,0.725,Backend Developer
0.268,0.009,0.044,0.285,0.835,0.004,0.033,0.92,0.303,0.763,Network Engineer
0.502,0.056,0.027,0.983,0.828,0.122,0.087,0.207,0.566,0.365,Database Administrator
0.625,0.116,0.093,0.816,0.706,0.267,0.005,0.094,0.0,0.658,Data Analyst
